src_port,dst_port,duration,bytes_sent,bytes_received,packets,label,proto_tcp,proto_udp,kb_sent,kb_received,bytes_total,rate_packets,rate_bytes,src_port_privileged,dst_port_privileged
13291,80,3.7099101133840815,6442,13100,28,benign,True,False,6.291015625,12.79296875,19542,7.349254750561431,5129.254869123981,0,1
33682,53,4.267217972750214,2440,14728,22,benign,False,True,2.3828125,14.3828125,17168,5.037531933892851,3931.1067382305664,0,1
11376,123,3.6651921398812215,9306,3670,22,benign,True,False,9.087890625,3.583984375,12976,5.842995306129057,3446.3048678332116,0,1
16496,22,0.982429640757188,599,557,9,brute_force,True,False,0.5849609375,0.5439453125,1156,8.31462818562901,1067.9677980652373,0,1
30434,34879,0.0367113081684801,277,116,2,port_scan,True,False,0.2705078125,0.11328125,393,14.629367729663173,2874.6707588788136,0,0
50223,443,0.194467926156286,217,532,7,c2_beacon,True,False,0.2119140625,0.51953125,749,23.77168913223105,2543.5707371487224,0,1
24294,2044,0.2447231819056842,71,363,1,port_scan,True,False,0.0693359375,0.3544921875,434,2.9008783061001067,1258.9811848474462,0,0
53333,8443,0.2507831326458489,215,734,7,c2_beacon,True,False,0.2099609375,0.716796875,949,19.95534946963145,2705.375235240035,0,0
41914,80,4.413751948939793,2027,10768,17,benign,True,False,1.9794921875,10.515625,12795,3.7662681051831006,2834.670612106928,0,1
62659,10424,0.2686185019713211,218,138,3,port_scan,True,False,0.212890625,0.134765625,356,8.138495447071735,965.7681263858459,0,0
31262,22,0.632709116241607,223,349,2,brute_force,True,False,0.2177734375,0.3408203125,572,2.7295961735250343,780.6645056281599,0,1
32546,80,3.28412903710144,1640,5901,10,benign,True,False,1.6015625,5.7626953125,7541,2.954970064783687,2228.3429258533783,0,1
15576,80,1.7165254855225716,760,4038,6,benign,False,True,0.7421875,3.943359375,4798,3.3030089849105204,2641.3061849334463,0,1
33630,22,1.0126620539661566,754,324,7,brute_force,True,False,0.736328125,0.31640625,1078,6.291218411779248,968.8476354140041,0,1
63503,3389,1.1143941197058955,406,596,9,brute_force,True,False,0.396484375,0.58203125,1002,7.411103079270211,825.1028094920835,0,0
22798,3389,1.133662714816773,712,585,10,brute_force,True,False,0.6953125,0.5712890625,1297,8.105943285710168,1051.3408441566087,0,0
40394,445,0.967989654432154,931,511,7,brute_force,True,False,0.9091796875,0.4990234375,1442,6.554370607383714,1350.2003451210448,0,1
33065,22,0.9128558807164626,866,328,2,brute_force,True,False,0.845703125,0.3203125,1194,1.9746145903652772,1178.8449104480706,0,1
26338,80,2.4404735195926643,6320,8105,22,benign,True,False,6.171875,7.9150390625,14425,8.659802918759588,5678.075322868503,0,1
20894,8080,0.1806728711734371,87,633,4,c2_beacon,True,False,0.0849609375,0.6181640625,720,14.251466425225924,2565.2639565406666,0,0
55579,8080,0.7060887867466359,273,583,4,c2_beacon,True,False,0.2666015625,0.5693359375,856,4.9622325304188255,1061.9177615096287,0,0
1559,8080,0.3788348780724988,245,313,2,c2_beacon,True,False,0.2392578125,0.3056640625,558,4.176805181883987,1165.3286457456322,0,0
35082,53,2.2462686020811926,278,7330,9,benign,True,False,0.271484375,7.158203125,7608,3.8358779519176953,3242.595495354425,0,1
42929,445,1.2087410046484086,607,699,10,brute_force,True,False,0.5927734375,0.6826171875,1306,7.6409312189973635,997.9056172010557,0,1
41494,445,1.258282356438583,650,607,2,brute_force,True,False,0.634765625,0.5927734375,1257,1.4724478975372992,925.4335036021926,0,1
23573,8080,0.7629666491525529,85,462,2,c2_beacon,True,False,0.0830078125,0.451171875,547,2.3175866668358878,633.8599533796154,0,0
49514,3389,1.9163241717168489,830,69,10,brute_force,True,False,0.810546875,0.0673828125,899,4.959519972170574,445.86084549813455,0,0
57892,22,0.805514168640793,491,346,7,brute_force,True,False,0.4794921875,0.337890625,837,7.730414655473845,924.3367238045154,0,1
11953,8443,0.5376977050290226,365,480,7,c2_beacon,True,False,0.3564453125,0.46875,845,10.976987912605738,1325.0792551645497,0,0
27343,443,3.014355294153136,2762,9479,16,benign,True,False,2.697265625,9.2568359375,12241,5.137499896058186,3930.5085142280163,0,1
4304,443,1.9953438093124043,3562,7639,16,benign,False,True,3.478515625,7.4599609375,11201,7.635978367316467,5345.662105769484,0,1
11918,3389,1.2639789264808607,908,415,2,brute_force,True,False,0.88671875,0.4052734375,1323,1.4662983138310706,969.9563345992532,0,0
5453,123,3.524553934961197,4057,18145,30,benign,True,False,3.9619140625,17.7197265625,22202,8.2768805591856,6125.443405834623,0,1
39217,443,0.7385125135882107,129,306,3,c2_beacon,True,False,0.1259765625,0.298828125,435,3.577764137546652,518.7757999442646,0,1
61873,443,3.529140106724426,4349,12967,24,benign,False,True,4.2470703125,12.6630859375,17316,6.613136802167117,4771.378202763574,0,1
60024,445,1.0703458082039572,991,453,10,brute_force,True,False,0.9677734375,0.4423828125,1444,8.544483117640466,1233.8233621872832,0,1
40278,36518,0.0571433324022045,110,85,5,port_scan,True,False,0.107421875,0.0830078125,195,31.818085588274418,1240.9053379427023,0,0
1944,8443,0.3347479566107287,144,339,2,c2_beacon,True,False,0.140625,0.3310546875,483,4.600366648280283,1110.9885455596884,0,0
35487,22,1.2379156690897355,249,116,4,brute_force,True,False,0.2431640625,0.11328125,365,2.989725056977201,272.8124114491696,0,1
52841,443,2.2129464577206184,4009,9130,19,benign,False,True,3.9150390625,8.916015625,13139,8.214630276709594,5680.633010825651,0,1
54963,1536,0.4414143645195584,76,125,3,port_scan,True,False,0.07421875,0.1220703125,201,5.541042492771959,371.2498470157213,0,0
1791,48372,0.1731221636634816,131,273,3,port_scan,True,False,0.1279296875,0.2666015625,404,10.98409576051964,1479.191562416645,0,0
1618,21551,0.2888319381129853,189,175,4,port_scan,True,False,0.1845703125,0.1708984375,364,10.287220796244611,936.1370924582595,0,0
27517,443,3.172589150146638,10445,8027,30,benign,True,False,10.2001953125,7.8388671875,18472,9.167053554111966,5644.460441718542,0,1
11639,53,0.9398493205619376,8509,16738,37,benign,True,False,8.3095703125,16.345703125,25247,35.58207835343402,24279.479248355372,0,1
29955,8080,0.4897262627927625,99,730,5,c2_beacon,True,False,0.0966796875,0.712890625,829,8.478509972273466,1405.7369534029408,0,0
61704,38800,0.2044431607927005,49,393,2,port_scan,True,False,0.0478515625,0.3837890625,442,6.569370764619761,1451.8309389809674,0,0
15828,8443,0.5573414239194248,219,683,8,c2_beacon,True,False,0.2138671875,0.6669921875,902,12.170235601918524,1372.1940641163137,0,0
61313,3389,0.5472281357042301,626,664,5,brute_force,True,False,0.611328125,0.6484375,1290,7.725251305028088,1993.1148366972468,0,0
49519,445,1.4050736933693886,587,423,6,brute_force,True,False,0.5732421875,0.4130859375,1010,3.986515760944488,671.0634864256556,0,1
36660,45564,0.2167222054301264,215,11,4,port_scan,True,False,0.2099609375,0.0107421875,226,12.629363939190108,713.5590625642411,0,0
4959,22,1.2769538085888217,572,591,7,brute_force,True,False,0.55859375,0.5771484375,1163,5.08368541946515,844.6180204054242,0,1
27252,1538,0.2922978858660756,191,237,4,port_scan,True,False,0.1865234375,0.2314453125,428,10.196333307198953,1091.0076638702878,0,0
41258,53,2.0124599650306307,2501,500,5,benign,False,True,2.4423828125,0.48828125,3001,2.366908761713503,1420.6186387804444,0,1
57513,22,0.8664779048959844,229,515,9,brute_force,True,False,0.2236328125,0.5029296875,744,9.312163221122587,769.8054929461339,0,1
54872,3389,1.2047363296324611,247,707,10,brute_force,True,False,0.2412109375,0.6904296875,954,7.664383809115638,731.1822153896319,0,0
31938,22,1.5270804551377664,544,586,6,brute_force,True,False,0.53125,0.572265625,1130,3.687586548688506,694.4954666696686,0,1
23166,3389,0.5937744920798405,347,524,2,brute_force,True,False,0.3388671875,0.51171875,871,2.8827811094701326,1255.4511731742427,0,0
3137,3389,0.7675589941197685,899,230,5,brute_force,True,False,0.8779296875,0.224609375,1129,5.763296829252558,1301.3524240452275,0,0
33528,443,0.4455386020345477,184,726,7,c2_beacon,True,False,0.1796875,0.708984375,910,12.831355973516803,1668.0762765571844,0,1
58820,445,1.1205250214666398,495,174,10,brute_force,True,False,0.4833984375,0.169921875,669,8.193195406992585,548.1247727278039,0,1
45192,123,3.8677288410213495,2745,17405,26,benign,False,True,2.6806640625,16.9970703125,20150,6.552867154426619,5078.4720446806305,0,1
41969,3389,2.2436523209434265,953,201,5,brute_force,True,False,0.9306640625,0.1962890625,1154,2.1334222466868606,492.39385453532736,0,0
20777,445,1.622801270013796,530,326,10,brute_force,True,False,0.517578125,0.318359375,856,5.804500016371547,496.86520140140436,0,1
6634,22,1.427157299847576,420,618,8,brute_force,True,False,0.41015625,0.603515625,1038,5.23849115005931,679.6942267201955,0,1
37334,1948,0.0983530039788405,99,368,5,port_scan,True,False,0.0966796875,0.359375,467,25.207583952362928,2354.3883411506977,0,0
14354,58906,0.1392480192524319,269,298,2,port_scan,True,False,0.2626953125,0.291015625,567,8.359525843721986,2369.9255766951833,0,0
57656,22,1.6296956486206482,961,483,3,brute_force,True,False,0.9384765625,0.4716796875,1444,1.734409173308819,834.8289487526448,0,1
40377,59018,0.1901155216130596,267,5,2,port_scan,True,False,0.2607421875,0.0048828125,272,6.893805573999903,937.5575580639869,0,0
10406,3389,1.293965177704997,806,522,10,brute_force,True,False,0.787109375,0.509765625,1328,7.173780349709917,952.678030441477,0,0
61743,443,3.3306899215361367,7391,13751,31,benign,False,True,7.2177734375,13.4287109375,21142,9.03608332697096,6162.608828994195,0,1
29902,445,0.8244785051417923,218,594,8,brute_force,True,False,0.212890625,0.580078125,812,8.653527318921272,878.3330228705091,0,1
9064,443,1.2369528590686083,182,426,4,c2_beacon,True,False,0.177734375,0.416015625,608,2.9918781151241265,454.7654734988672,0,1
38818,445,0.9381424485603292,699,671,6,brute_force,True,False,0.6826171875,0.6552734375,1370,5.7795536713874425,1319.6647549667994,0,1
51061,22,0.7782761178788098,495,346,6,brute_force,True,False,0.4833984375,0.337890625,841,6.831564559094523,957.5576323664155,0,1
28724,22,0.9905177352099194,703,753,7,brute_force,True,False,0.6865234375,0.7353515625,1456,6.418969425245097,1335.14564045098,0,1
26862,3389,1.194004242249943,500,380,10,brute_force,True,False,0.48828125,0.37109375,880,7.727949935166017,680.0595942946096,0,0
43333,443,0.1793044821395936,106,520,2,c2_beacon,True,False,0.103515625,0.5078125,626,7.160644128154091,2241.2816121122305,0,1
2457,22,0.1758317422203172,653,320,10,brute_force,True,False,0.6376953125,0.3125,973,36.25398556201202,3527.512795183769,0,1
11256,1934,0.3005644562260904,267,57,4,port_scan,True,False,0.2607421875,0.0556640625,324,9.985908479463994,808.8585868365835,0,0
54720,42497,0.0445053072597271,51,345,2,port_scan,True,False,0.0498046875,0.3369140625,396,13.840322116372468,2740.3837790417488,0,0
42046,443,2.7559737633739942,9459,8760,28,benign,True,False,9.2373046875,8.5546875,18219,9.804011633118549,6379.260283706672,0,1
1895,445,0.6509022582076752,280,440,8,brute_force,True,False,0.2734375,0.4296875,720,10.653849968563364,958.8464971707028,0,1
55226,443,3.1609589492433616,1139,6861,10,benign,False,True,1.1123046875,6.7001953125,8000,3.066582608260154,2453.2660866081233,0,1
20220,53,2.170768076157751,5094,9132,21,benign,True,False,4.974609375,8.91796875,14226,9.247972181964531,6264.840583839402,0,1
33793,80,1.7072989617174656,7054,10143,26,benign,False,True,6.888671875,9.9052734375,17197,14.386109078097599,9515.304531386324,0,1
4042,443,0.5981148144698869,355,405,2,c2_beacon,True,False,0.3466796875,0.3955078125,760,2.864858270510559,1088.6461427940126,0,1
17867,53,3.7685119448633806,639,5018,7,benign,True,False,0.6240234375,4.900390625,5657,1.8094812940398481,1462.3193829119173,0,1
29529,443,3.985944143134148,8089,11087,29,benign,False,True,7.8994140625,10.8271484375,19176,7.097502800847242,4693.162541691267,0,1
35617,8080,0.6465616754398543,129,176,6,c2_beacon,True,False,0.1259765625,0.171875,305,8.036844372522818,408.5395889365766,0,0
7810,1596,0.058927714092129,117,71,4,port_scan,True,False,0.1142578125,0.0693359375,188,25.16867509766884,1182.9277295904353,0,0
5295,443,0.4117813494914576,242,232,2,c2_beacon,True,False,0.236328125,0.2265625,474,3.9079188836938714,926.1767754354476,0,1
61430,80,1.6739822642093882,1160,12331,17,benign,True,False,1.1328125,12.0419921875,13491,9.582959391973628,7604.923832771542,0,1
56107,445,0.4818787354783717,669,594,8,brute_force,True,False,0.6533203125,0.580078125,1263,13.748569095626213,2170.555345971988,0,1
8695,17136,0.3180244036372989,277,32,5,port_scan,True,False,0.2705078125,0.03125,309,11.961024180631993,739.1912943630572,0,0
21922,22,1.3063087681843424,694,243,9,brute_force,True,False,0.677734375,0.2373046875,937,6.399732550640158,666.283266661092,0,1
28063,8443,0.4109301910834424,354,339,4,c2_beacon,True,False,0.345703125,0.3310546875,693,7.828858168506119,1356.349677693685,0,0
11850,53,1.4605413036082346,3838,14956,25,benign,False,True,3.748046875,14.60546875,18794,16.020082225440483,12043.257013797136,0,1
34104,48363,0.1931892122636711,59,118,2,port_scan,True,False,0.0576171875,0.115234375,177,6.821533386437693,603.7057046997359,0,0
50132,443,0.477051342481511,333,487,5,c2_beacon,True,False,0.3251953125,0.4755859375,820,8.664740261236291,1421.0174028427516,0,1
3488,8080,0.5136147772509101,182,168,6,c2_beacon,True,False,0.177734375,0.1640625,350,9.77812175071946,570.3904354586351,0,0
46399,445,0.9954972528289654,319,475,9,brute_force,True,False,0.3115234375,0.4638671875,794,8.21544734754814,724.7850215503582,0,1
39915,8443,0.82873722309736,252,496,7,c2_beacon,True,False,0.24609375,0.484375,748,7.537115801878641,805.3946599721747,0,0
42497,8080,0.744128149982921,384,152,2,c2_beacon,True,False,0.375,0.1484375,536,2.3693084990003777,634.9746777321012,0,0
56106,8443,0.4378498945411368,359,738,2,c2_beacon,True,False,0.3505859375,0.720703125,1097,3.7185096070461947,2039.6025194648378,0,0
5500,80,0.1050099773652988,9472,7974,27,benign,False,True,9.25,7.787109375,17446,131.70090718018966,85098.2972839107,0,1
37331,22,0.7852235669136344,671,90,6,brute_force,True,False,0.6552734375,0.087890625,761,6.77794878520827,859.6698375905823,0,1
45272,9396,0.3724308461206536,258,213,4,port_scan,True,False,0.251953125,0.2080078125,471,8.466847651557545,996.9713109709011,0,0
35376,3389,0.7717701583486947,978,477,3,brute_force,True,False,0.955078125,0.4658203125,1455,3.441274023055107,1669.0179011817268,0,0
27019,3389,1.0203690511645398,362,519,8,brute_force,True,False,0.353515625,0.5068359375,881,7.14050427551939,786.3480333415729,0,0
34103,3389,0.1012513881630032,658,778,3,brute_force,True,False,0.642578125,0.759765625,1436,14.906729475923692,7135.35450914214,0,0
15882,53,2.7713994909651243,4981,18837,32,benign,True,False,4.8642578125,18.3955078125,23818,11.144391472063775,8294.90987755047,0,1
51035,80,3.890547303088056,2769,11180,18,benign,False,True,2.7041015625,10.91796875,13949,4.510659474220699,3495.5105003280296,0,1
22949,42363,0.1109778537110096,112,179,1,port_scan,True,False,0.109375,0.1748046875,291,4.739833979777643,1379.2916881152942,0,0
2573,8443,0.5898025519435784,297,246,5,c2_beacon,True,False,0.2900390625,0.240234375,543,7.248451003714131,787.1817790033547,0,0
47345,3389,0.7978081746882989,570,423,9,brute_force,True,False,0.556640625,0.4130859375,993,10.024413069222298,1106.026908637527,0,0
31550,80,4.434219072923094,5917,15977,30,benign,True,False,5.7783203125,15.6025390625,21894,6.61635433081529,4828.615390628999,0,1
23432,22,1.0381517294180231,484,720,7,brute_force,True,False,0.47265625,0.703125,1204,6.150322333191326,1057.8554413089082,0,1
7510,443,2.405361751260254,6271,7066,20,benign,False,True,6.1240234375,6.900390625,13337,7.982879115137582,5323.382937929497,0,1
62846,443,3.744936310609652,2694,1531,6,benign,True,False,2.630859375,1.4951171875,4225,1.560493988793443,1098.8478504420493,0,1
36364,5602,0.3527106380546774,60,330,1,port_scan,True,False,0.05859375,0.322265625,390,2.2089165041428123,861.4774366156969,0,0
11067,53,3.007350910429443,9610,21158,45,benign,True,False,9.384765625,20.662109375,30768,14.481788924759996,9901.681814155902,0,1
12127,123,3.331795953043181,4368,8604,18,benign,True,False,4.265625,8.40234375,12972,5.24506708624046,3779.945013483958,0,1
58477,443,0.0176304504322116,294,279,3,c2_beacon,True,False,0.287109375,0.2724609375,573,25.503600377088144,4871.187672023836,0,1
39695,3389,1.1192978360697716,677,602,8,brute_force,True,False,0.6611328125,0.587890625,1279,6.561153282931126,1048.9643811086137,0,0
1531,123,4.711060559511661,2184,730,4,benign,False,True,2.1328125,0.712890625,2914,0.8314175119022019,605.687657420754,0,1
50450,445,1.1264607031255542,949,640,3,brute_force,True,False,0.9267578125,0.625,1589,2.4460628802494018,1295.5979722387665,0,1
53295,123,0.8296638987014981,4688,8304,19,benign,True,False,4.578125,8.109375,12992,20.437493621660607,13974.943006979716,0,1
4440,445,0.9348232594304204,911,401,9,brute_force,True,False,0.8896484375,0.3916015625,1312,8.69713733044009,1267.849353059711,0,1
49014,22,1.5330734741482832,329,607,4,brute_force,True,False,0.3212890625,0.5927734375,936,2.449369280268402,573.1524115828062,0,1
39700,22,1.0696252566149411,683,616,2,brute_force,True,False,0.6669921875,0.6015625,1299,1.7099493950637483,1110.6121320939044,0,1
53455,8080,0.5646265576938189,239,181,6,c2_beacon,True,False,0.2333984375,0.1767578125,420,9.027626011243578,631.9338207870505,0,0
29882,17132,0.1781741406735781,133,328,5,port_scan,True,False,0.1298828125,0.3203125,461,17.974352281246812,1657.2352803309561,0,0
61592,53,4.329401315119495,2993,13059,21,benign,False,True,2.9228515625,12.7529296875,16052,4.741047041350208,3623.9660527501687,0,1
54344,5592,0.3594079031199702,145,6,1,port_scan,True,False,0.1416015625,0.005859375,151,2.1767148392718423,328.6839407300482,0,0
32271,8080,0.3754524928079747,211,569,2,c2_beacon,True,False,0.2060546875,0.5556640625,780,4.206519116532969,1640.5424554478582,0,0
13404,445,1.005720701317547,613,781,8,brute_force,True,False,0.5986328125,0.7626953125,1394,7.235100139182901,1260.7161992526205,0,1
31374,3389,0.6796350576251697,544,50,5,brute_force,True,False,0.53125,0.048828125,594,6.41325701185167,761.8949330079784,0,0
15165,15250,0.1867224696993024,282,94,4,port_scan,True,False,0.275390625,0.091796875,376,13.95077269038232,1311.372632895938,0,0
47864,8080,0.4226850466666056,163,159,2,c2_beacon,True,False,0.1591796875,0.1552734375,322,3.8263960539045203,616.0497646786278,0,0
16561,29567,0.2289221875421754,64,270,3,port_scan,True,False,0.0625,0.263671875,334,9.120698188276918,1015.4377316281636,0,0
27749,123,1.7143840748934167,8130,11690,30,benign,True,False,7.939453125,11.416015625,19820,16.534536659093142,10923.81721944087,0,1
39452,22,1.0030096894286769,741,194,8,brute_force,True,False,0.7236328125,0.189453125,935,7.25288279574746,847.6806767529844,0,1
19036,53,3.3723653203280928,7514,13016,31,benign,False,True,7.337890625,12.7109375,20530,8.927632072155042,5912.396336817517,0,1
26731,8443,0.6225569196690866,165,639,2,c2_beacon,True,False,0.1611328125,0.6240234375,804,2.767948026732553,1112.7151067464863,0,0
40351,21554,0.1891078451114973,51,239,2,port_scan,True,False,0.0498046875,0.2333984375,290,6.917833721283765,1003.085889586146,0,0
51997,8080,0.4084046710175595,230,526,8,c2_beacon,True,False,0.224609375,0.513671875,756,15.735496654639691,1487.004433863451,0,0
57295,80,3.039012674337473,4522,10643,22,benign,False,True,4.416015625,10.3935546875,15165,7.008573166925287,4831.136912564636,0,1
43921,8080,0.2430990513016679,251,596,7,c2_beacon,True,False,0.2451171875,0.58203125,847,20.40227151151546,2468.6748528933704,0,0
35247,80,3.559821994530851,9562,6508,27,benign,False,True,9.337890625,6.35546875,16070,7.377407983324911,4390.923936741901,0,1
38032,22,1.779458645858456,599,661,6,brute_force,True,False,0.5849609375,0.6455078125,1260,3.1924086295920904,670.405812214339,0,1
60382,25900,0.2151583298535071,57,258,4,port_scan,True,False,0.0556640625,0.251953125,315,12.692033245192322,999.4976180588953,0,0
26931,443,0.437886232915515,240,432,6,c2_beacon,True,False,0.234375,0.421875,672,11.154775178903698,1249.3348200372143,0,1
20800,24020,0.0366095381509544,115,54,2,port_scan,True,False,0.1123046875,0.052734375,169,14.640266170799784,1237.1024914325817,0,0
63306,22,1.0527671647927836,905,406,7,brute_force,True,False,0.8837890625,0.396484375,1311,6.072345061336206,1137.2634822016807,0,1
13478,443,3.2969592900819804,3614,9254,18,benign,False,True,3.529296875,9.037109375,12868,5.298856554611697,3788.0936747079622,0,1
